"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"id";"created_time";"status_type";"type";"properties.0.text";"message";"link";"permalink_url";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"wow.summary.total_count";"haha.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"jairmessias.bolsonaro/211857482296579_2247539372223098";"342";"1";"1";"211857482296579_2247539372223098";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_2247539372223098";"2019-07-26T16:12:13+0000";"added_video";"video";"07:31";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/2247539372223098/";"https://www.facebook.com/jairmessias.bolsonaro/videos/2247539372223098/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_2247539372223098/211857482296579_2247539372223098";"949";"342";"2";"211857482296579_2247539372223098";"data";"fetched (200)";"2020-05-26 13:10:34.325072";"Facebook:/<post-id>";"211857482296579_2247539372223098";"";"";"";"";"";"";"";"19518";"13209";"84577";"70282";"13095";"279";"763";"36";"122"
"jairmessias.bolsonaro/211857482296579_1158471547669264";"343";"1";"1";"211857482296579_1158471547669264";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1158471547669264";"2019-07-26T16:06:46+0000";"added_video";"video";"03:48";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/1158471547669264/";"https://www.facebook.com/jairmessias.bolsonaro/videos/1158471547669264/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1158471547669264/211857482296579_1158471547669264";"950";"343";"2";"211857482296579_1158471547669264";"data";"fetched (200)";"2020-05-26 13:10:34.659431";"Facebook:/<post-id>";"211857482296579_1158471547669264";"";"";"";"";"";"";"";"14746";"14493";"92473";"78282";"12698";"314";"1013";"43";"123"
"jairmessias.bolsonaro/211857482296579_418554592094977";"344";"1";"1";"211857482296579_418554592094977";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_418554592094977";"2019-07-26T13:09:41+0000";"added_video";"video";"03:10";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/418554592094977/";"https://www.facebook.com/jairmessias.bolsonaro/videos/418554592094977/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_418554592094977/211857482296579_418554592094977";"951";"344";"2";"211857482296579_418554592094977";"data";"fetched (200)";"2020-05-26 13:10:34.990047";"Facebook:/<post-id>";"211857482296579_418554592094977";"";"";"";"";"";"";"";"9109";"4510";"42596";"34588";"7502";"107";"341";"14";"44"
"jairmessias.bolsonaro/211857482296579_482538742512562";"345";"1";"1";"211857482296579_482538742512562";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_482538742512562";"2019-07-25T22:00:50+0000";"added_video";"video";"33:26";"LIVE DA SEMANA - 25 de julho de 2019:";"https://www.facebook.com/jairmessias.bolsonaro/videos/482538742512562/";"https://www.facebook.com/jairmessias.bolsonaro/videos/482538742512562/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_482538742512562/211857482296579_482538742512562";"952";"345";"2";"211857482296579_482538742512562";"data";"fetched (200)";"2020-05-26 13:10:35.332011";"Facebook:/<post-id>";"211857482296579_482538742512562";"";"";"";"";"";"";"";"34012";"14284";"77632";"64130";"12172";"223";"620";"65";"422"
"jairmessias.bolsonaro/211857482296579_1531173713698276";"346";"1";"1";"211857482296579_1531173713698276";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1531173713698276";"2019-07-25T13:18:05+0000";"added_video";"video";"00:27";"- Pousando em Manaus.... .... muito bem escoltado pela nossa Força Aérea. - A Amazônia é nossa. - Deus acima de todos.";"https://www.facebook.com/jairmessias.bolsonaro/videos/2310223059227891/";"https://www.facebook.com/211857482296579/posts/1531173713698276/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1531173713698276/211857482296579_1531173713698276";"953";"346";"2";"211857482296579_1531173713698276";"data";"fetched (200)";"2020-05-26 13:10:35.722474";"Facebook:/<post-id>";"211857482296579_1531173713698276";"";"";"";"";"";"";"";"7820";"27481";"121252";"107600";"12346";"482";"721";"15";"88"
"jairmessias.bolsonaro/211857482296579_1531152903700357";"347";"1";"1";"211857482296579_1531152903700357";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1531152903700357";"2019-07-25T13:01:02+0000";"added_photos";"photo";"";"";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1531152860367028/?type=3";"https://www.facebook.com/211857482296579/posts/1531152903700357/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1531152903700357/211857482296579_1531152903700357";"954";"347";"2";"211857482296579_1531152903700357";"data";"fetched (200)";"2020-05-26 13:10:36.068819";"Facebook:/<post-id>";"211857482296579_1531152903700357";"";"";"";"";"";"";"";"1685";"3254";"26391";"22536";"165";"1699";"158";"189";"1644"
"jairmessias.bolsonaro/211857482296579_1530895757059405";"348";"1";"1";"211857482296579_1530895757059405";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1530895757059405";"2019-07-25T08:20:23+0000";"added_photos";"photo";"";"- Hoje estarei em Manaus, com agenda na SUFRAMA, bem como a um Colégio Militar da nossa Polícia Militar do Amazonas. - Bom dia a todos.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1530895730392741/?type=3";"https://www.facebook.com/211857482296579/posts/1530895757059405/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1530895757059405/211857482296579_1530895757059405";"955";"348";"2";"211857482296579_1530895757059405";"data";"fetched (200)";"2020-05-26 13:10:36.372591";"Facebook:/<post-id>";"211857482296579_1530895757059405";"";"";"";"";"";"";"";"5548";"5115";"109604";"100861";"7959";"503";"200";"19";"62"
"jairmessias.bolsonaro/211857482296579_1530208863794761";"349";"1";"1";"211857482296579_1530208863794761";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1530208863794761";"2019-07-24T13:11:29+0000";"mobile_status_update";"status";"";"- Segundo dados da Abracorp, nosso Turismo de Negócios cresceu quase 15% no primeiro semestre deste ano em relação ao mesmo período de 2018, o que significa aumento de aproximadamente R$ 720 milhões movimentados no setor, totalizando R$ 5,57 bilhões. 👍";"";"https://www.facebook.com/211857482296579/posts/1530208863794761/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1530208863794761/211857482296579_1530208863794761";"956";"349";"2";"211857482296579_1530208863794761";"data";"fetched (200)";"2020-05-26 13:10:36.696796";"Facebook:/<post-id>";"211857482296579_1530208863794761";"";"";"";"";"";"";"";"1790";"2562";"31636";"29052";"2187";"303";"64";"3";"27"
"jairmessias.bolsonaro/211857482296579_1530092560473058";"350";"1";"1";"211857482296579_1530092560473058";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1530092560473058";"2019-07-24T10:09:02+0000";"added_video";"video";"00:54";"- Capitão Tarcísio, Ministro da Infraestrutura, fala da importância para o Nordeste do novo aeroporto de Vitória da Conquista/Bahia. - Entrevistado pelo pernambucano Gilson, presidente da EMBRATUR. - O NORDESTE É NOSSO. - UM SÓ BRASIL.";"https://www.facebook.com/jairmessias.bolsonaro/videos/437255870194184/";"https://www.facebook.com/211857482296579/posts/1530092560473058/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1530092560473058/211857482296579_1530092560473058";"957";"350";"2";"211857482296579_1530092560473058";"data";"fetched (200)";"2020-05-26 13:10:37.017337";"Facebook:/<post-id>";"211857482296579_1530092560473058";"";"";"";"";"";"";"";"2278";"10029";"47588";"44172";"3060";"251";"77";"6";"22"
"jairmessias.bolsonaro/211857482296579_908551552818673";"351";"1";"1";"211857482296579_908551552818673";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_908551552818673";"2019-07-23T21:12:28+0000";"added_video";"video";"08:17";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/908551552818673/";"https://www.facebook.com/jairmessias.bolsonaro/videos/908551552818673/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_908551552818673/211857482296579_908551552818673";"958";"351";"2";"211857482296579_908551552818673";"data";"fetched (200)";"2020-05-26 13:10:37.356358";"Facebook:/<post-id>";"211857482296579_908551552818673";"";"";"";"";"";"";"";"14550";"6928";"61697";"47943";"12958";"224";"400";"33";"139"
"jairmessias.bolsonaro/211857482296579_1528915783924069";"352";"1";"1";"211857482296579_1528915783924069";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1528915783924069";"2019-07-23T11:27:18+0000";"added_photos";"photo";"";"- Estou de partida para Vitória da Conquista para inauguração de aeroporto.  - Lamentável a decisão do governador da Bahia que não autorizou a presença da Polícia Militar para a nossa segurança.  - Pior ainda, passou a responsabilidade de tal negativa ao seu Comandante Geral.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1528915673924080/?type=3";"https://www.facebook.com/211857482296579/posts/1528915783924069/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1528915783924069/211857482296579_1528915783924069";"959";"352";"2";"211857482296579_1528915783924069";"data";"fetched (200)";"2020-05-26 13:10:37.701623";"Facebook:/<post-id>";"211857482296579_1528915783924069";"";"";"";"";"";"";"";"19986";"14678";"111622";"90173";"1357";"5107";"679";"2514";"11792"
"jairmessias.bolsonaro/211857482296579_1528660757282905";"353";"1";"1";"211857482296579_1528660757282905";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1528660757282905";"2019-07-23T05:28:45+0000";"added_photos";"photo";"";"- O Credit Default Swap (CDS), índice que mede o risco país, chegou ao seu menor patamar em 5 anos, indicando a recuperação da confiança dos investidores internacionais no Brasil.  - Com avanços na OCDE e o acordo Mercosul-UE, a certeza de que estamos colocando o Brasil no lugar destaque que merece. 🇧🇷";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1528660727282908/?type=3";"https://www.facebook.com/211857482296579/posts/1528660757282905/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1528660757282905/211857482296579_1528660757282905";"960";"353";"2";"211857482296579_1528660757282905";"data";"fetched (200)";"2020-05-26 13:10:38.038045";"Facebook:/<post-id>";"211857482296579_1528660757282905";"";"";"";"";"";"";"";"2340";"6383";"43845";"40058";"3359";"253";"144";"5";"26"
"jairmessias.bolsonaro/211857482296579_1528468853968762";"354";"1";"1";"211857482296579_1528468853968762";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1528468853968762";"2019-07-23T00:50:59+0000";"added_video";"video";"01:03";"- Amanhã estarei em Vitória da Conquista, Bahia.  - Encontrei-me com alguns nordestinos em Brasília. Um alegria só.   - Não censurei o filme da Bruna Surfistinha, apenas NÃO posso admitir dinheiro público para fazer filme PORNÔ. Assista:";"https://www.facebook.com/jairmessias.bolsonaro/videos/342917783316766/";"https://www.facebook.com/211857482296579/posts/1528468853968762/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1528468853968762/211857482296579_1528468853968762";"961";"354";"2";"211857482296579_1528468853968762";"data";"fetched (200)";"2020-05-26 13:10:38.375566";"Facebook:/<post-id>";"211857482296579_1528468853968762";"";"";"";"";"";"";"";"5260";"14961";"62328";"55098";"5878";"127";"1146";"7";"72"
"jairmessias.bolsonaro/211857482296579_1528298567319124";"355";"1";"1";"211857482296579_1528298567319124";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1528298567319124";"2019-07-22T21:41:32+0000";"mobile_status_update";"status";"";"- Há décadas a esquerda se infiltrou em nossas instituições e passou a promover sua ideologia travestida de posicionamentos técnicos.  - O decreto que assinei hoje extingue vagas para órgãos aparelhados no Conselho Nacional de Políticas sobre Drogas e acaba com o viés ideológico nas discussões.  - NÓS SOMOS CONTRA A LIBERAÇÃO DAS DROGAS.";"";"https://www.facebook.com/211857482296579/posts/1528298567319124/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1528298567319124/211857482296579_1528298567319124";"962";"355";"2";"211857482296579_1528298567319124";"data";"fetched (200)";"2020-05-26 13:10:38.729461";"Facebook:/<post-id>";"211857482296579_1528298567319124";"";"";"";"";"";"";"";"3959";"5548";"49617";"43730";"5159";"146";"436";"41";"105"
"jairmessias.bolsonaro/211857482296579_1526324727516508";"356";"1";"1";"211857482296579_1526324727516508";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1526324727516508";"2019-07-20T21:34:18+0000";"added_video";"video";"03:04";"- Maior encontro de motociclistas da América Latina.  - Brasília Capital Moto Week.";"https://www.facebook.com/jairmessias.bolsonaro/videos/698451633941851/";"https://www.facebook.com/211857482296579/posts/1526324727516508/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1526324727516508/211857482296579_1526324727516508";"963";"356";"2";"211857482296579_1526324727516508";"data";"fetched (200)";"2020-05-26 13:10:39.082747";"Facebook:/<post-id>";"211857482296579_1526324727516508";"";"";"";"";"";"";"";"3287";"10400";"58749";"53887";"3848";"746";"202";"12";"54"
"jairmessias.bolsonaro/211857482296579_1526042540878060";"357";"1";"1";"211857482296579_1526042540878060";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1526042540878060";"2019-07-20T16:55:21+0000";"mobile_status_update";"status";"";"- Não adianta a imprensa me pintar como seu inimigo. Nenhum presidente recebeu tanto jornalista no Planalto quanto eu, mesmo que só tenham usado dessa boa vontade para distorcer minhas palavras e agir de má fé ao invés de reproduzir a realidade dos fatos.  - Sempre defendi liberdade de imprensa, mesmo consciente do papel político-ideológico atual de sua maior parte, contrário aos interesses dos brasileiros, que contamina a informação e gera desinformação. No fundo, morrem de saudades do PT.";"";"https://www.facebook.com/211857482296579/posts/1526042540878060/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1526042540878060/211857482296579_1526042540878060";"964";"357";"2";"211857482296579_1526042540878060";"data";"fetched (200)";"2020-05-26 13:10:39.419763";"Facebook:/<post-id>";"211857482296579_1526042540878060";"";"";"";"";"";"";"";"13878";"17440";"166807";"147451";"12845";"387";"5841";"92";"191"
"jairmessias.bolsonaro/211857482296579_1525110470971267";"358";"1";"1";"211857482296579_1525110470971267";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1525110470971267";"2019-07-19T21:41:43+0000";"added_video";"video";"03:14";"- A falsa defesa da Amazônia por parte de outros países. - Coletiva à impresa estrangeira.";"https://www.facebook.com/jairmessias.bolsonaro/videos/2375548599369320/";"https://www.facebook.com/211857482296579/posts/1525110470971267/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1525110470971267/211857482296579_1525110470971267";"965";"358";"2";"211857482296579_1525110470971267";"data";"fetched (200)";"2020-05-26 13:10:39.743119";"Facebook:/<post-id>";"211857482296579_1525110470971267";"";"";"";"";"";"";"";"14114";"53434";"89911";"72831";"10534";"888";"5450";"47";"161"
"jairmessias.bolsonaro/211857482296579_2355415791398367";"359";"1";"1";"211857482296579_2355415791398367";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_2355415791398367";"2019-07-19T12:21:24+0000";"added_video";"video";"44:27";"";"https://www.facebook.com/jairmessias.bolsonaro/videos/2355415791398367/";"https://www.facebook.com/jairmessias.bolsonaro/videos/2355415791398367/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_2355415791398367/211857482296579_2355415791398367";"966";"359";"2";"211857482296579_2355415791398367";"data";"fetched (200)";"2020-05-26 13:10:40.120851";"Facebook:/<post-id>";"211857482296579_2355415791398367";"";"";"";"";"";"";"";"15876";"6184";"41548";"32836";"8023";"200";"155";"41";"293"
"jairmessias.bolsonaro/211857482296579_1523677491114565";"360";"1";"1";"211857482296579_1523677491114565";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1523677491114565";"2019-07-19T00:54:42+0000";"added_video";"video";"01:30";"- 200 dias de governo. Muito fizemos, mas ainda há muito a fazer. Juntos, estamos mudando o destino do nosso Brasil. 🇧🇷 via - Planalto";"https://www.facebook.com/jairmessias.bolsonaro/videos/443874582872914/";"https://www.facebook.com/211857482296579/posts/1523677491114565/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1523677491114565/211857482296579_1523677491114565";"967";"360";"2";"211857482296579_1523677491114565";"data";"fetched (200)";"2020-05-26 13:10:40.436507";"Facebook:/<post-id>";"211857482296579_1523677491114565";"";"";"";"";"";"";"";"3504";"22325";"59105";"51439";"6761";"474";"366";"11";"54"
"jairmessias.bolsonaro/211857482296579_1523676564447991";"361";"1";"1";"211857482296579_1523676564447991";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1523676564447991";"2019-07-19T00:53:46+0000";"added_video";"video";"00:51";"- Para descontrair. Proibido queimar ovo. Kkkkkkk  - Boa noite a todos!";"https://www.facebook.com/jairmessias.bolsonaro/videos/416897232504702/";"https://www.facebook.com/211857482296579/posts/1523676564447991/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1523676564447991/211857482296579_1523676564447991";"968";"361";"2";"211857482296579_1523676564447991";"data";"fetched (200)";"2020-05-26 13:10:40.765772";"Facebook:/<post-id>";"211857482296579_1523676564447991";"";"";"";"";"";"";"";"10782";"19037";"90704";"52846";"4621";"127";"32818";"68";"224"
"jairmessias.bolsonaro/211857482296579_1523576341124680";"362";"1";"1";"211857482296579_1523576341124680";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1523576341124680";"2019-07-18T23:32:35+0000";"added_video";"video";"00:15";"- A UNE tem razão? - Qual o futuro desses ""alunos?"" - Tudo acabou com ""L. Livre.""";"https://www.facebook.com/jairmessias.bolsonaro/videos/1523576237791357/";"https://www.facebook.com/211857482296579/posts/1523576341124680/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1523576341124680/211857482296579_1523576341124680";"969";"362";"2";"211857482296579_1523576341124680";"data";"fetched (200)";"2020-05-26 13:10:41.103243";"Facebook:/<post-id>";"211857482296579_1523576341124680";"";"";"";"";"";"";"";"8743";"2992";"31373";"18496";"162";"175";"8082";"644";"3814"
"jairmessias.bolsonaro/211857482296579_716948275436963";"363";"1";"1";"211857482296579_716948275436963";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_716948275436963";"2019-07-18T22:00:17+0000";"added_video";"video";"35:21";"- LIVE SEMANAL 18 DE JULHO DE 2019:";"https://www.facebook.com/jairmessias.bolsonaro/videos/716948275436963/";"https://www.facebook.com/jairmessias.bolsonaro/videos/716948275436963/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_716948275436963/211857482296579_716948275436963";"970";"363";"2";"211857482296579_716948275436963";"data";"fetched (200)";"2020-05-26 13:10:41.439589";"Facebook:/<post-id>";"211857482296579_716948275436963";"";"";"";"";"";"";"";"44367";"21036";"101187";"81777";"16853";"318";"1730";"77";"432"
"jairmessias.bolsonaro/211857482296579_1522338491248465";"364";"1";"1";"211857482296579_1522338491248465";"data";"fetched (200)";"2020-05-26 13:08:10.314704";"Facebook:/<page-id>/posts";"211857482296579_1522338491248465";"2019-07-17T21:33:59+0000";"added_photos";"photo";"";"- Voltando para o Brasil após compromissos do Mercosul na Argentina. 🇧🇷";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1522338464581801/?type=3";"https://www.facebook.com/211857482296579/posts/1522338491248465/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1522338491248465/211857482296579_1522338491248465";"971";"364";"2";"211857482296579_1522338491248465";"data";"fetched (200)";"2020-05-26 13:10:41.795448";"Facebook:/<post-id>";"211857482296579_1522338491248465";"";"";"";"";"";"";"";"5918";"6008";"135317";"123120";"11246";"587";"253";"17";"94"
"jairmessias.bolsonaro/211857482296579_1521501171332197";"366";"1";"1";"211857482296579_1521501171332197";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1521501171332197";"2019-07-17T00:51:24+0000";"mobile_status_update";"status";"";"- Dados oficiais (Sinesp) apontam uma queda de quase 38% dos roubos de carga e 41% dos roubos a instituições financeiras no primeiro trimestre deste ano em relação ao mesmo período do ano passado. 🇧🇷👍";"";"https://www.facebook.com/211857482296579/posts/1521501171332197/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1521501171332197/211857482296579_1521501171332197";"972";"366";"2";"211857482296579_1521501171332197";"data";"fetched (200)";"2020-05-26 13:10:42.135356";"Facebook:/<post-id>";"211857482296579_1521501171332197";"";"";"";"";"";"";"";"2614";"5187";"63691";"58514";"4461";"569";"116";"11";"20"
"jairmessias.bolsonaro/211857482296579_1520752044740443";"367";"1";"1";"211857482296579_1520752044740443";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1520752044740443";"2019-07-16T05:46:13+0000";"added_video";"video";"02:42";"- Caixa Econômica convoca 2 mil concursados com deficiência para assumir. - Primeira dama e Presidente da CEF estiveram presentes na cerimônia dos NOVOS CRACHÁS.";"https://www.facebook.com/jairmessias.bolsonaro/videos/2347085825562235/";"https://www.facebook.com/211857482296579/posts/1520752044740443/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1520752044740443/211857482296579_1520752044740443";"973";"367";"2";"211857482296579_1520752044740443";"data";"fetched (200)";"2020-05-26 13:10:42.457528";"Facebook:/<post-id>";"211857482296579_1520752044740443";"";"";"";"";"";"";"";"3263";"18461";"59540";"52943";"5947";"547";"63";"12";"28"
"jairmessias.bolsonaro/211857482296579_1519881894827458";"368";"1";"1";"211857482296579_1519881894827458";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1519881894827458";"2019-07-15T12:36:31+0000";"mobile_status_update";"status";"";"- Fechamos o maior acordo comercial de nossa história, demos grande passo para ingresso na OCDE, retomamos obras iniciadas há décadas, realizamos várias concessões com retorno acima do esperado, otimizamos o combate às fraudes no INSS e seguro-defeso, reduzimos o custo da CNH.  - Quebramos monopólios, diminuímos burocracias. O Brasil bateu recordes em apreensão de drogas e reduziu consideravelmente os homicídios. Isso em apenas 7 meses. Quem espalha que vamos de mal a pior, manifesta um desejo, não a realidade. Estamos mudando o Brasil para melhor! 🇧🇷";"";"https://www.facebook.com/211857482296579/posts/1519881894827458/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1519881894827458/211857482296579_1519881894827458";"974";"368";"2";"211857482296579_1519881894827458";"data";"fetched (200)";"2020-05-26 13:10:42.781213";"Facebook:/<post-id>";"211857482296579_1519881894827458";"";"";"";"";"";"";"";"11797";"32874";"176804";"156872";"18354";"1150";"365";"16";"47"
"jairmessias.bolsonaro/211857482296579_1518832301599084";"369";"1";"1";"211857482296579_1518832301599084";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1518832301599084";"2019-07-14T15:20:34+0000";"added_photos";"photo";"";"- RADIOAMADORES - - Nossos cumprimentos ao MCTIC e ANATEL pelo anúncio do fim da Taxa Administrativa de R$ 200,00 para os radioamadores, a partir de outubro.  - A ANATEL já revogou 173 resoluções desde janeiro, na mesma linha do Ministério da Economia, visando a desburocratização.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1518832274932420/?type=3";"https://www.facebook.com/211857482296579/posts/1518832301599084/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1518832301599084/211857482296579_1518832301599084";"975";"369";"2";"211857482296579_1518832301599084";"data";"fetched (200)";"2020-05-26 13:10:43.094583";"Facebook:/<post-id>";"211857482296579_1518832301599084";"";"";"";"";"";"";"";"2714";"5172";"49452";"45935";"3027";"413";"61";"5";"11"
"jairmessias.bolsonaro/211857482296579_1518248454990802";"370";"1";"1";"211857482296579_1518248454990802";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1518248454990802";"2019-07-14T01:14:51+0000";"added_video";"video";"00:33";"- A UNE em Brasília: ""Bolsonaro, vai se ferrar""... - Uma boa notícia vindo de quem não gosta de estudar...";"https://www.facebook.com/jairmessias.bolsonaro/videos/463447060898391/";"https://www.facebook.com/211857482296579/posts/1518248454990802/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1518248454990802/211857482296579_1518248454990802";"976";"370";"2";"211857482296579_1518248454990802";"data";"fetched (200)";"2020-05-26 13:10:43.469650";"Facebook:/<post-id>";"211857482296579_1518248454990802";"";"";"";"";"";"";"";"8856";"3455";"46047";"29685";"487";"309";"11036";"557";"3973"
"jairmessias.bolsonaro/211857482296579_1517571871725127";"371";"1";"1";"211857482296579_1517571871725127";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1517571871725127";"2019-07-13T11:51:46+0000";"added_video";"video";"02:10";"- Esse vídeo não vazou por acaso. - Nele nunca se viu tantas pessoas do mal, inimigas da democracia e liberdade, juntas. - É O JOGO DO PODER... - A vitimização do PT é uma das últimas cartas do Foro de São Paulo em Caracas/Venezuela (24 a 28/julho).";"https://www.facebook.com/jairmessias.bolsonaro/videos/330677464483412/";"https://www.facebook.com/211857482296579/posts/1517571871725127/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1517571871725127/211857482296579_1517571871725127";"977";"371";"2";"211857482296579_1517571871725127";"data";"fetched (200)";"2020-05-26 13:10:43.818097";"Facebook:/<post-id>";"211857482296579_1517571871725127";"";"";"";"";"";"";"";"4770";"25339";"43854";"34400";"152";"2300";"573";"292";"6137"
"jairmessias.bolsonaro/211857482296579_1517103021772012";"372";"1";"1";"211857482296579_1517103021772012";"data";"fetched (200)";"2020-05-26 13:08:10.798854";"Facebook:/<page-id>/posts";"211857482296579_1517103021772012";"2019-07-12T22:04:18+0000";"added_video";"video";"00:18";"- Agora, festa junina exclusiva para servidores do Alvorada e Granja do Torto. - Boa noite a todos.";"https://www.facebook.com/jairmessias.bolsonaro/videos/450058645846070/";"https://www.facebook.com/211857482296579/posts/1517103021772012/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1517103021772012/211857482296579_1517103021772012";"978";"372";"2";"211857482296579_1517103021772012";"data";"fetched (200)";"2020-05-26 13:10:44.148691";"Facebook:/<post-id>";"211857482296579_1517103021772012";"";"";"";"";"";"";"";"2097";"1640";"42697";"37458";"4233";"116";"841";"6";"43"
